"profid","accountname","fname","lname","mname","bday","memdate","acctstat","address","gender","civilstat","remarks","proftype","profpic","profgroup","previd","billname","shipname","billaddr1","billaddr2","billcity","shipaddr1","shipaddr2","shipcity","area","kobid","contact","encodedby","encodedon","editedby","editedon","salesperson","clientgroupid","pricecodeid","shipperid","hasbranches","tin"
2532,"SACHI MART - MATALOM"," "," "," ","1990-01-01","1990-01-01",1,"MATALOM, LEYTE",1,1," ",1,"",99,"SAC002","","","","","MATALOM, LEYTE","","","MATALOM, LEYTE","Leyte",15,"","","","","","PHILIP ESCOL",1,1,"0",0,""
2533,"SACHI & JOSH STORE - TANAUAN"," "," "," ","1990-01-01","1990-01-01",1,"TANAUAN, LEYTE",1,1," ",1,"",99,"SAC0023","","","","","TANAUAN, LEYTE","","","TANAUAN, LEYTE","Leyte",15,"","","","","","JOHN LIFFORD ABINGAN",1,1,"0",0,""
2534,"SAIVE PHARMACY - MALABUYOC"," "," "," ","1990-01-01","1990-01-01",1,"MALABUYOC, CEBU",1,1," ",1,"",99,"SAI002","","","","","MALABUYOC, CEBU","","","MALABUYOC, CEBU","Cebu",7,"","","","","","DARCY ENJAMBRE",1,1,"0",0,""
2535,"SAINT ANN PHARMACY - ST. MARGARITA"," "," "," ","1990-01-01","1990-01-01",1,"ST. MARGARITA, W. SAMAR",1,1," ",1,"",99,"SAI003","","","","","ST. MARGARITA, W. SAMAR","","","ST. MARGARITA, W. SAMAR","Leyte",7,"","","","","","JOSEPH ROMERO",1,1,"0",0,""
2536,"SAINT MARTHA - HINUNDAYAN"," "," "," ","1990-01-01","1990-01-01",1,"HINUNDAYAN, SO. LEYTE",1,1," ",1,"",99,"SAI004","","","","","HINUNDAYAN, SO. LEYTE","","","HINUNDAYAN, SO. LEYTE","Leyte",15,"","","","","","JOSEPH ROMERO",1,1,"0",0,""
2537,"SAKA SLP STORE - ALMERIA"," "," "," ","1990-01-01","1990-01-01",1,"ALMERIA, LEYTE",1,1," ",1,"",99,"SAK000","","","","","ALMERIA, LEYTE","","","ALMERIA, LEYTE","Leyte",15,"","","","","","PHILIP ESCOL",1,1,"0",0,""
2538,"SALY STORE - MANTALUNGON"," "," "," ","1990-01-01","1990-01-01",1,"MANTALUNGON CEBU",1,1," ",1,"",99,"SAL001","","","","","MANTALUNGON CEBU","","","MANTALUNGON CEBU","Cebu",15,"","","","","","DARCY ENJAMBRE",1,1,"0",0,""
2539,"SALAZAR PHARMACY - GUIUAN"," "," "," ","1990-01-01","1990-01-01",1,"GUIUAN LEYTE",1,1," ",1,"",99,"SAL005","","","","","GUIUAN LEYTE","","","GUIUAN LEYTE","Leyte",8,"","","","","","PHILIP ESCOL",1,1,"0",0,""
2540,"SALUD-MAR STORE"," "," "," ","1990-01-01","1990-01-01",1,"ALASKA MAMBAING",1,1," ",1,"",99,"SAL008","","","ALASKA MAMBAING","","","ALASKA MAMBAING","","","#N/A",8,"","","","","","ROEL DEL CARMEN",1,1,"0",0,""
2541,"SALVE STORE - SAN JULIAN"," "," "," ","1990-01-01","1990-01-01",1,"SAN JULIAN, LEYTE",1,1," ",1,"",99,"SAL011","","","","","SAN JULIAN, LEYTE","","","SAN JULIAN, LEYTE","Leyte",15,"","","","","","JOSEPH ROMERO",1,1,"0",0,""
2542,"SAM EC M/M -  LANGTAD"," "," "," ","1990-01-01","1990-01-01",1,"LAGTANG TALISAY",1,1," ",1,"",99,"SAM000","","","","","LAGTANG TALISAY","","","LAGTANG TALISAY","Cebu",15,"","","","","","DARCY ENJAMBRE",1,1,"0",0,""
2543,"SAM'S TRADING"," "," "," ","1990-01-01","1990-01-01",1,"TACLOBAN",1,1," ",1,"",99,"SAM0008","","","TACLOBAN","","","TACLOBAN","","","#N/A",20,"","","","","","NERISSA CERILLA",1,1,"0",0,""
2544,"SAMBOAN PHARMACY - SAMBOAN"," "," "," ","1990-01-01","1990-01-01",1,"SAMBOAN, CEBU",1,1," ",1,"",99,"SAM012","","","","","SAMBOAN, CEBU","","","SAMBOAN, CEBU","Cebu",7,"","","","","","DARCY ENJAMBRE",1,1,"0",0,""
2545,"SAMSUN STORE - TABOAN"," "," "," ","1990-01-01","1990-01-01",1,"TABOAN, CC",1,1," ",1,"",99,"SAM013","","","","","TABOAN, CC","","","TABOAN, CC","#N/A",15,"","","","","","JEREMIAH DAVID BENJAMIN",1,1,"0",0,""
2546,"SAMVIC GHAN STORE - ALLEN"," "," "," ","1990-01-01","1990-01-01",1,"ALLEN, SAMAR",1,1," ",1,"",99,"SAM014","","","","","ALLEN, SAMAR","","","ALLEN, SAMAR","Leyte",15,"","","","","","JOSEPH ROMERO",1,1,"0",0,""
2547,"SAM & G GEN. MDSE."," "," "," ","1990-01-01","1990-01-01",1,"POB. MINGLANILLA",1,1," ",1,"",99,"SAM017","","","POB. MINGLANILLA","","","POB. MINGLANILLA","","","#N/A",20,"","","","","","ROEL DEL CARMEN",1,1,"0",0,""
2548,"SAMARRO STORE - MC ARTHUR"," "," "," ","1990-01-01","1990-01-01",1,"MC ARTHUR",1,1," ",1,"",99,"SAM018","","","","","MC ARTHUR","","","MC ARTHUR","Leyte",15,"","","","","","PHILIP ESCOL",1,1,"0",0,""
2549,"SAMANTHA STORE - SAN ISIDRO"," "," "," ","1990-01-01","1990-01-01",1,"SAN ISIDRO, LEYTE",1,1," ",1,"",99,"SAM019","","","","","SAN ISIDRO, LEYTE","","","SAN ISIDRO, LEYTE","Leyte",15,"","","","","","JOSEPH ROMERO",1,1,"0",0,""
2550,"SANO STORE - TOLOSA"," "," "," ","1990-01-01","1990-01-01",1,"TOLOSA, LEYTE",1,1," ",1,"",99,"SAN000","","","","","TOLOSA, LEYTE","","","TOLOSA, LEYTE","Leyte",15,"","","","","","JOHN LIFFORD ABINGAN",1,1,"0",0,""
2551,"SANDRA STORE  - BALAMBAN"," "," "," ","1990-01-01","1990-01-01",1,"BALAMBAN",1,1," ",1,"",99,"SAN002","","","","","BALAMBAN","","","BALAMBAN","Cebu",15,"","","","","","DARCY ENJAMBRE",1,1,"0",0,""
2552,"SANSEN STORE - ALCOY"," "," "," ","1990-01-01","1990-01-01",1,"ALCOY",1,1," ",1,"",99,"SAN004","","","","","ALCOY","","","ALCOY","Cebu",15,"","","","","","DARCY ENJAMBRE",1,1,"0",0,""
2553,"SANING STORE - MADRIDEJOS"," "," "," ","1990-01-01","1990-01-01",1,"SAN AGUSTIN MADRIDEJOSBANTAYAN ISLAND CEBU",1,1," ",1,"",99,"SAN014","","","","SAN AGUSTIN MADRIDEJOS","BANTAYAN ISLAND CEBU","","SAN AGUSTIN MADRIDEJOS","BANTAYAN ISLAND CEBU","Cebu",15,"","","","","","1",1,1,"0",0,""
2554,"SANTAPHARMA CEBU INC."," "," "," ","1990-01-01","1990-01-01",1,"DATAG, MARIBAGO LLCLAPULAPU",1,1," ",1,"",99,"SAN020","","","DATAG, MARIBAGO LLC","","LAPULAPU","YATI LILOAN","","CEBU","Cebu",7,"","","","","","Romnick Remolado",1,1,"0",0,""
2555,"SANDARA STORE - ALBUERA"," "," "," ","1990-01-01","1990-01-01",1,"ALBUERA LEYTE",1,1," ",1,"",99,"SAN021","","","","","ALBUERA LEYTE","","","ALBUERA LEYTE","Leyte",15,"","","","","","PHILIP ESCOL",1,1,"0",0,""
2556,"SAN ROQUE PHARMACY - HINUNANGAN"," "," "," ","1990-01-01","1990-01-01",1,"HINUNANGAN LEYTE",1,1," ",1,"",99,"SAN028","","","","","HINUNANGAN LEYTE","","","HINUNANGAN LEYTE","Leyte",8,"","","","","","JOHN LIFFORD ABINGAN",1,1,"0",0,""
2557,"SANDRA STORE-STA.RITA"," "," "," ","1990-01-01","1990-01-01",1,"STA.RITA SAMAR",1,1," ",1,"",99,"SAN031","","","","","STA.RITA SAMAR","","","STA.RITA SAMAR","Leyte",15,"","","","","","JOSEPH ROMERO",1,1,"0",0,""
2558,"SAN ROQUE PARISH MPC"," "," "," ","1990-01-01","1990-01-01",1,"SUBANGDAKU MANDAUE",1,1," ",1,"",99,"SAN032","","","SUBANGDAKU MANDAUE","","","SUBANGDAKU MANDAUE","","","Cebu",4,"","","","","","Romnick Remolado",1,1,"0",0,""
2559,"SANTI FLOR JEN PHARMACY - SAN ISIDRO"," "," "," ","1990-01-01","1990-01-01",1,"SAN ISIDRO, LEYTE",1,1," ",1,"",99,"SAN036","","","","","SAN ISIDRO, LEYTE","","","SAN ISIDRO, LEYTE","Leyte",7,"","","","","","PHILIP ESCOL",1,1,"0",0,""
2560,"SANVIC ENT. - CATARMAN"," "," "," ","1990-01-01","1990-01-01",1,"CATRMAN, SAMAR",1,1," ",1,"",99,"SAN038","","","","","CATRMAN, SAMAR","","","CATRMAN, SAMAR","Leyte",14,"","","","","","JOSEPH ROMERO",1,1,"0",0,""
2561,"SAN JOSE PARISH - HINUNDAYAN"," "," "," ","1990-01-01","1990-01-01",1,"HINUNDAYAN, SO. LEYTE",1,1," ",1,"",99,"SAN042","","","","","HINUNDAYAN, SO. LEYTE","","","HINUNDAYAN, SO. LEYTE","Leyte",14,"","","","","","JOSEPH ROMERO",1,1,"0",0,""
2562,"SAN REMEGIO G/M - SAN REMEGIO"," "," "," ","1990-01-01","1990-01-01",1,"SAN REMEGIO, CEBU",1,1," ",1,"",99,"SAN043","","","","","SAN REMEGIO, CEBU","","","SAN REMEGIO, CEBU","Cebu",3,"","","","","","CARL MONRAY GABASA",1,1,"0",0,""
2563,"SAN ROQUE GEN. MDSE - LILOAN"," "," "," ","1990-01-01","1990-01-01",1,"LILOAN PM",1,1," ",1,"",99,"SAN044","","","LILOAN PM","","","LILOAN PM","","","#N/A",20,"","","","","","JASON TARIAO",1,1,"0",0,""
2564,"SANDNO STORE - PALAKIT"," "," "," ","1990-01-01","1990-01-01",1,"PALAKIT",1,1," ",1,"",99,"SAN045","","","","","PALAKIT","","","PALAKIT","Leyte",15,"","","","","","PHILIP ESCOL",1,1,"0",0,""
2565,"SAP STORE - SILAGO"," "," "," ","1990-01-01","1990-01-01",1,"SILAGO, LEYTE",1,1," ",1,"",99,"SAP000","","","","","SILAGO, LEYTE","","","SILAGO, LEYTE","Leyte",15,"","","","","","JOHN LIFFORD ABINGAN",1,1,"0",0,""
2566,"SARAH STORE - ARGAO"," "," "," ","1990-01-01","1990-01-01",1,"ARGAO, CEBU",1,1," ",1,"",99,"SAR000","","","","","ARGAO, CEBU","","","ARGAO, CEBU","Cebu",15,"","","","","","DARCY ENJAMBRE",1,1,"0",0,""
2567,"SARTE STORE - SUDLON"," "," "," ","1990-01-01","1990-01-01",1,"SUDLON, CC",1,1," ",1,"",99,"SAR005","","","","","SUDLON, CC","","","SUDLON, CC","#N/A",15,"","","","","","ROEL DEL CARMEN",1,1,"0",0,""
2568,"SARAH STORE - TOLOSA"," "," "," ","1990-01-01","1990-01-01",1,"TOLOSA, LEYTE",1,1," ",1,"",99,"SAR009","","","","","TOLOSA, LEYTE","","","TOLOSA, LEYTE","Leyte",15,"","","","","","JOHN LIFFORD ABINGAN",1,1,"0",0,""
2569,"SATURNINO STORE - VED SAMAR"," "," "," ","1990-01-01","1990-01-01",1,"VED SAMAR",1,1," ",1,"",99,"SAT002","","","","","VED SAMAR","","","VED SAMAR","Leyte",15,"","","","","","JOSEPH ROMERO",1,1,"0",0,""
2570,"SAVERSMART - CAPOOCAN"," "," "," ","1990-01-01","1990-01-01",1,"CAPOOCAN LEYTE",1,1," ",1,"",99,"SAV001","","","","","CAPOOCAN LEYTE","","","CAPOOCAN LEYTE","Leyte",3,"","","","","","PHILIP ESCOL",1,1,"0",0,""
2571,"SAVER'S MART - TACLOBAN"," "," "," ","1990-01-01","1990-01-01",1,"TACLOBAN LEYTE",1,1," ",1,"",99,"SAV002","","","","","TACLOBAN LEYTE","","","TACLOBAN LEYTE","Leyte",2,"","","","","","JOHN LIFFORD ABINGAN",1,1,"0",0,""
2572,"SAVER'S PHARMACY-PALO"," "," "," ","1990-01-01","1990-01-01",1,"PALO LEYTE",1,1," ",1,"",99,"SAV003","","","PALO LEYTE","","","","","","#N/A",7,"","","","","","NERISSA CERILLA",1,1,"0",0,""
2573,"SAVE AND SHOP - SAN JULIAN"," "," "," ","1990-01-01","1990-01-01",1,"SAN JULIAN, EASTERN SAMAR",1,1," ",1,"",99,"SAV004","","","","","SAN JULIAN, EASTERN SAMAR","","","SAN JULIAN, EASTERN SAMAR","Leyte",3,"","","","","","JOSEPH ROMERO",1,1,"0",0,""
2574,"SAVERS STORE - CATARMAN"," "," "," ","1990-01-01","1990-01-01",1,"CATARMAN, N. SAMAR",1,1," ",1,"",99,"SAV005","","","","","CATARMAN, N. SAMAR","","","CATARMAN, N. SAMAR","Leyte",15,"","","","","","JOSEPH ROMERO",1,1,"0",0,""
2575,"SAVEWAY PHARMACY - D. BANTAYAN"," "," "," ","1990-01-01","1990-01-01",1,"D. BANTAYAN, CEBU",1,1," ",1,"",99,"SAV006","","","","","D. BANTAYAN, CEBU","","","D. BANTAYAN, CEBU","Cebu",7,"","","","","","CARL MONRAY GABASA",1,1,"0",0,""
2576,"SC PHARMACY - BATO LEYTE"," "," "," ","1990-01-01","1990-01-01",1,"BATO LEYTE",1,1," ",1,"",99,"SCP000","","","","","BATO LEYTE","","","BATO LEYTE","Leyte",8,"","","","","","PHILIP ESCOL",1,1,"0",0,""
2577,"SC STORE - CAMOTES"," "," "," ","1990-01-01","1990-01-01",1,"SAN FRANCISCO, CAMOTES",1,1," ",1,"",99,"SCS000","","","","","SAN FRANCISCO, CAMOTES","","","SAN FRANCISCO, CAMOTES","Cebu",15,"","","","","","CARL MONRAY GABASA",1,1,"0",0,""
2578,"SDP STORE - SILAGO"," "," "," ","1990-01-01","1990-01-01",1,"SILAGO, SO.LEYTE",1,1," ",1,"",99,"SDP001","","","","","SILAGO, SO.LEYTE","","","SILAGO, SO.LEYTE","Leyte",15,"","","","","","JOHN LIFFORD ABINGAN",1,1,"0",0,""
2579,"SEALINE TRADE CENTER - GUIWAN"," "," "," ","1990-01-01","1990-01-01",1,"GUIWAN, E. SAMAR",1,1," ",1,"",99,"SEA006","","","","","GUIWAN, E. SAMAR","","","GUIWAN, E. SAMAR","Leyte",14,"","","","","","JOHN LIFFORD ABINGAN",1,1,"0",0,""
2580,"SEAWAVES STORE"," "," "," ","1990-01-01","1990-01-01",1,"CC",1,1," ",1,"",99,"SEA008","","","","","CC","","","CC","#N/A",15,"","","","","","JEREMIAH COMPACION",1,1,"0",0,""
2581,"SEIKO WATCH REPAIR - BORONGAN"," "," "," ","1990-01-01","1990-01-01",1,"BORONGAN, SAMAR",1,1," ",1,"",99,"SEI000","","","","","BORONGAN, SAMAR","","","BORONGAN, SAMAR","Leyte",14,"","","","","","JOSEPH ROMERO",1,1,"0",0,""
2582,"SELUCIA DEVELOPMENT CORP. - ARGAO"," "," "," ","1990-01-01","1990-01-01",1,"KINTANAR ST. COR. LAKANDULA ST.ARGAO CEBU",1,1," ",1,"",99,"SEL001","","","KINTANAR ST. COR. LAKANDULA ST.ARGAO CEBU","","","KINTANAR ST. COR. LAKANDULA ST.ARGAO CEBU","","","Cebu",10,"","","","","","Japet Candol",1,1,"0",0,""
2583,"SELUCIA DEVELOPMENT CORP. - DANAO"," "," "," ","1990-01-01","1990-01-01",1,"JUAN LUNA ST. DANAO CITY",1,1," ",1,"",99,"SEL002","","","JUAN LUNA ST. DANAO CITY","","","JUAN LUNA ST. DANAO CITY","","","Cebu",10,"","","","","","Japet Candol",1,1,"0",0,""
2584,"SELUCIA DEVELOPMENT CORP. MINGLANILLA"," "," "," ","1990-01-01","1990-01-01",1,"POB. MINGLANILLA CEBU",1,1," ",1,"",99,"SEL003","","","POB. MINGLANILLA CEBU","","","POB. MINGLANILLA CEBU","","","Cebu",10,"","","","","","Japet Candol",1,1,"0",0,""
2585,"SENELL HARDWARE - QUIOT PARDO"," "," "," ","1990-01-01","1990-01-01",1,"QUIOT PARDOCEBU",1,1," ",1,"",99,"SEN000","","","QUIOT PARDO","","CEBU","","","QUIOT PARDO","#N/A",12,"","","","","","ROEL DEL CARMEN",1,1,"0",0,""
2586,"SENYANG PHARMACY - BALAMBAN"," "," "," ","1990-01-01","1990-01-01",1,"BALAMBAN CEBU",1,1," ",1,"",99,"SEN004","","","","","BALAMBAN CEBU","","","BALAMBAN CEBU","Cebu",8,"","","","","","DARCY ENJAMBRE",1,1,"0",0,""
2587,"SERGIO STORE - CARCAR"," "," "," ","1990-01-01","1990-01-01",1,"CARCAR CITY, CEBU",1,1," ",1,"",99,"SER004","","","","","CARCAR CITY, CEBU","","","CARCAR CITY, CEBU","Cebu",15,"","","","","","DARCY ENJAMBRE",1,1,"0",0,""
2588,"SERAFEIM PHARMACY - BOGO"," "," "," ","1990-01-01","1990-01-01",1,"BOGO CITY CEBU",1,1," ",1,"",99,"SER005","","","","","BOGO CITY CEBU","","","BOGO CITY CEBU","Cebu",8,"","","","","","CARL MONRAY GABASA",1,1,"0",0,""
2589,"SERVWELL DRUGSTORE - ORMOC"," "," "," ","1990-01-01","1990-01-01",1,"ORMOC",1,1," ",1,"",99,"SER006","","","ORMOC","","","ORMOC","","","#N/A",8,"","","","","","NERISSA CERILLA",1,1,"0",0,""
2590,"SESALDO STORE - ARGAO"," "," "," ","1990-01-01","1990-01-01",1,"ARGAO",1,1," ",1,"",99,"SES000","","","","","ARGAO","","","ARGAO","Cebu",20,"","","","","","DARCY ENJAMBRE",1,1,"0",0,""
2591,"SEVEN 10 STORE - TANAUAN"," "," "," ","1990-01-01","1990-01-01",1,"TANAUAN, LEYTE",1,1," ",1,"",99,"SEV000","","","","","TANAUAN, LEYTE","","","TANAUAN, LEYTE","Leyte",15,"","","","","","JOHN LIFFORD ABINGAN",1,1,"0",0,""
2592,"SF COMMERCIAL - HILONGOS"," "," "," ","1990-01-01","1990-01-01",1,"HILONGOS LEYTE",1,1," ",1,"",99,"SFC000","","","","","HILONGOS LEYTE","","","HILONGOS LEYTE","Leyte",11,"","","","","","PHILIP ESCOL",1,1,"0",0,""
2593,"SFM STORE - TABOGON"," "," "," ","1990-01-01","1990-01-01",1,"TABOGON CEBU",1,1," ",1,"",99,"SFM000","","","","","TABOGON CEBU","","","TABOGON CEBU","Cebu",15,"","","","","","CARL MONRAY GABASA",1,1,"0",0,""
2594,"SG CROSSING STORE - CAIBIRAN"," "," "," ","1990-01-01","1990-01-01",1,"CAIBIRAN, LEYTE",1,1," ",1,"",99,"SGC000","","","","","CAIBIRAN, LEYTE","","","CAIBIRAN, LEYTE","Leyte",15,"","","","","","PHILIP ESCOL",1,1,"0",0,""
2595,"SG STORE - DAGAMI"," "," "," ","1990-01-01","1990-01-01",1,"DAGAMI, LEYTE",1,1," ",1,"",99,"SGS000","","","","","DAGAMI, LEYTE","","","DAGAMI, LEYTE","Leyte",15,"","","","","","JOHN LIFFORD ABINGAN",1,1,"0",0,""
2596,"SHARON STORE - BATO"," "," "," ","1990-01-01","1990-01-01",1,"BATO",1,1," ",1,"",99,"SHA005","","","","","BATO","","","BATO","Cebu",15,"","","","","","DARCY ENJAMBRE",1,1,"0",0,""
2597,"SHANGRILA'S MACTAN MULTI-PURPOSE COOPERA"," "," "," ","1990-01-01","1990-01-01",1,"PUNTA ENGANO RD. LAPU2X CITY",1,1," ",1,"",99,"SHA009","","","PUNTA ENGANO RD. LAPU2X CITY","","","PUNTA ENGANO RD. LAPU2X CITY","","","Cebu",14,"","","","","","Romnick Remolado",1,1,"0",0,""
2598,"SHANIA STORE - SAN ISIDRO"," "," "," ","1990-01-01","1990-01-01",1,"SAN ISIDRO LEYTE",1,1," ",1,"",99,"SHA014","","","","","SAN ISIDRO LEYTE","","","SAN ISIDRO LEYTE","Leyte",15,"","","","","","PHILIP ESCOL",1,1,"0",0,""
2599,"SHAWN STORE - JARO"," "," "," ","1990-01-01","1990-01-01",1,"JARO LEYTE",1,1," ",1,"",99,"SHA015","","","","","JARO LEYTE","","","JARO LEYTE","Leyte",15,"","","","","","JOHN LIFFORD ABINGAN",1,1,"0",0,""
2600,"SHAMMA STORE - VILLAVA"," "," "," ","1990-01-01","1990-01-01",1,"VILLAVA LEYTE",1,1," ",1,"",99,"SHA017","","","","","VILLAVA LEYTE","","","VILLAVA LEYTE","Leyte",15,"","","","","","PHILIP ESCOL",1,1,"0",0,""
2601,"SHARON STORE - SANTANDER"," "," "," ","1990-01-01","1990-01-01",1,"SANTANDER, CEBU",1,1," ",1,"",99,"SHA020","","","","","SANTANDER, CEBU","","","SANTANDER, CEBU","Cebu",15,"","","","","","DARCY ENJAMBRE",1,1,"0",0,""
2602,"SHARON STORE - BANTAYAN"," "," "," ","1990-01-01","1990-01-01",1,"BANTAYAN, IS., CEBU",1,1," ",1,"",99,"SHA027","","","","","BANTAYAN, IS., CEBU","","","BANTAYAN, IS., CEBU","Cebu",15,"","","","","","CARL MONRAY GABASA",1,1,"0",0,""
2603,"SHANTELLER STORE - BOBON"," "," "," ","1990-01-01","1990-01-01",1,"BOBON",1,1," ",1,"",99,"SHA028","","","","","BOBON","","","BOBON","Leyte",15,"","","","","","PHILIP ESCOL",1,1,"0",0,""
2604,"SHEER WOOD - SOGOD"," "," "," ","1990-01-01","1990-01-01",1,"SOGOD, SO. LEYTE",1,1," ",1,"",99,"SHE005","","","","","SOGOD, SO. LEYTE","","","SOGOD, SO. LEYTE","Leyte",14,"","","","","","JOHN LIFFORD ABINGAN",1,1,"0",0,""
2605,"SHELEES STORE - ALMERIA"," "," "," ","1990-01-01","1990-01-01",1,"ALMERIA LEYTE",1,1," ",1,"",99,"SHE006","","","","","ALMERIA LEYTE","","","ALMERIA LEYTE","Leyte",15,"","","","","","PHILIP ESCOL",1,1,"0",0,""
2606,"SHEENA AGRIVET - BORBON"," "," "," ","1990-01-01","1990-01-01",1,"BORBON CEBU",1,1," ",1,"",99,"SHE008","","","","","BORBON CEBU","","","BORBON CEBU","Cebu",14,"","","","","","CARL MONRAY GABASA",1,1,"0",0,""
2607,"SHELMO PHARMACY - OSLOB"," "," "," ","1990-01-01","1990-01-01",1,"OSLOB, CEBU",1,1," ",1,"",99,"SHE011","","","","","OSLOB, CEBU","","","OSLOB, CEBU","Cebu",15,"","","","","","DARCY ENJAMBRE",1,1,"0",0,""
2608,"SHERNA STORE - CATARMAN"," "," "," ","1990-01-01","1990-01-01",1,"CATRAMAN, N. SAMAR",1,1," ",1,"",99,"SHE020","","","","","CATRAMAN, N. SAMAR","","","CATRAMAN, N. SAMAR","Leyte",15,"","","","","","JOSEPH ROMERO",1,1,"0",0,""
2609,"SHEN TEN STORE - HILONGOS"," "," "," ","1990-01-01","1990-01-01",1,"HOLONGOS, LEYTE",1,1," ",1,"",99,"SHE021","","","","","HOLONGOS, LEYTE","","","HOLONGOS, LEYTE","Leyte",15,"","","","","","JOSEPH ROMERO",1,1,"0",0,""
2610,"SHELL"," "," "," ","1990-01-01","1990-01-01",1,"TAGUNOLCEBU",1,1," ",1,"",99,"SHE022","","","TAGUNOL","","CEBU","TAGUNOL","","CEBU","#N/A",14,"","","","","","Rixon Getubig",1,1,"0",0,""
2611,"SHINSAKO PHARMACY - BOLJOON"," "," "," ","1990-01-01","1990-01-01",1,"BOLJOON",1,1," ",1,"",99,"SHI000","","","","","BOLJOON","","","BOLJOON","Cebu",8,"","","","","","DARCY ENJAMBRE",1,1,"0",0,""
2612,"SHIRLEY MINIMART - LEYTE"," "," "," ","1990-01-01","1990-01-01",1,"BATO LEYTE",1,1," ",1,"",99,"SHI004","","","","","BATO LEYTE","","","BATO LEYTE","Leyte",15,"","","","","","PHILIP ESCOL",1,1,"0",0,""
2613,"SHIN SHEN STORE - HILONGOS"," "," "," ","1990-01-01","1990-01-01",1,"HILONGOS LEYTE",1,1," ",1,"",99,"SHI007","","","","","HILONGOS LEYTE","","","HILONGOS LEYTE","Leyte",15,"","","","","","PHILIP ESCOL",1,1,"0",0,""
2614,"SHINSIN MEATSHOP & GROCERY - HILONGOS"," "," "," ","1990-01-01","1990-01-01",1,"HILONGOS, LEYTE",1,1," ",1,"",99,"SHI011","","","","","HILONGOS, LEYTE","","","HILONGOS, LEYTE","Leyte",10,"","","","","","PHILIP ESCOL",1,1,"0",0,""
2615,"SHIN STORE -  CC"," "," "," ","1990-01-01","1990-01-01",1,"CC",1,1," ",1,"",99,"SHI012","","","","","CC","","","CC","#N/A",15,"","","","","","ROEL DEL CARMEN",1,1,"0",0,""
2616,"SHIRLEY CONV. STORE - SOGOD"," "," "," ","1990-01-01","1990-01-01",1,"SOGOD, SO. LEYTE",1,1," ",1,"",99,"SHI013","","","","","SOGOD, SO. LEYTE","","","SOGOD, SO. LEYTE","Leyte",2,"","","","","","JOHN LIFFORD ABINGAN",1,1,"0",0,""
2617,"SHILLA STORE - CAG-OLANGO"," "," "," ","1990-01-01","1990-01-01",1,"CAG-OLANGO, LEYTE",1,1," ",1,"",99,"SHI016","","","","","CAG-OLANGO, LEYTE","","","CAG-OLANGO, LEYTE","Leyte",15,"","","","","","JOSEPH ROMERO",1,1,"0",0,""
2618,"SHOPPER'S CHOICE EXPRESS"," "," "," ","1990-01-01","1990-01-01",1,"TACLOBAN",1,1," ",1,"",99,"SHO004","","","TACLOBAN","","","TACLOBAN","","","#N/A",14,"","","","","","NERISSA CERILLA",1,1,"0",0,""
2619,"SHU MERCHANDISING - TUBURAN"," "," "," ","1990-01-01","1990-01-01",1,"POB TUBURAN, CEBU",1,1," ",1,"",99,"SHU000","","","","","POB TUBURAN, CEBU","","","POB TUBURAN, CEBU","Cebu",3,"","","","","","CARL MONRAY GABASA",1,1,"0",0,""
2620,"SIDRA STORE - SILLON BANTAYAN"," "," "," ","1990-01-01","1990-01-01",1,"SILLON, BANTAYAN, CEBU",1,1," ",1,"",99,"SID000","","","","","SILLON, BANTAYAN, CEBU","","","SILLON, BANTAYAN, CEBU","Cebu",15,"","","","","","1",1,1,"0",0,""
2621,"SILLAR G/M - TABUELAN"," "," "," ","1990-01-01","1990-01-01",1,"TABUELAN",1,1," ",1,"",99,"SIL000","","","","","TABUELAN","","","TABUELAN","Cebu",14,"","","","","","CARL MONRAY GABASA",1,1,"0",0,""
2622," MCMJ - SAN REMEGIO~SIMO"," "," "," ","1990-01-01","1990-01-01",1,"SAN REMEGIO",1,1," ",1,"",99,"SIM000","","","","","SAN REMEGIO","","","SAN REMEGIO","Cebu",15,"","","","","","CARL MONRAY GABASA",1,1,"0",0,""
2623,"SINGIDAS PHARMACY"," "," "," ","1990-01-01","1990-01-01",1,"PARDOCEBU",1,1," ",1,"",99,"SIN003","","","PARDO","","CEBU","PARDO","","CEBU","#N/A",8,"","","","","","EDRYL ABALAYAN",1,1,"0",0,""
2624,"SIONY STORE - LASVANAZ"," "," "," ","1990-01-01","1990-01-01",1,"LASVANAZ, N. SAMAR",1,1," ",1,"",99,"SIO000","","","","","LASVANAZ, N. SAMAR","","","LASVANAZ, N. SAMAR","Leyte",15,"","","","","","JOSEPH ROMERO",1,1,"0",0,""
2625,"SJN PHARMACY - MOALBOAL"," "," "," ","1990-01-01","1990-01-01",1,"MOALBOAL",1,1," ",1,"",99,"SJN000","","","","","MOALBOAL","","","MOALBOAL","Cebu",8,"","","","","","DARCY ENJAMBRE",1,1,"0",0,""
2626,"SJPHM GRO - HINUNDAYAN"," "," "," ","1990-01-01","1990-01-01",1,"HINUNDAYAN,LEYTE",1,1," ",1,"",99,"SJP000","","","","","HINUNDAYAN,LEYTE","","","HINUNDAYAN,LEYTE","Leyte",10,"","","","","","JOHN LIFFORD ABINGAN",1,1,"0",0,""
